Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hepatitis E,abdominal_pain,dark_urine,high_fever,acute_liver_failure,yellowing_of_eyes,vomiting,yellowish_skin,coma,nausea,loss_of_appetite,,,,,,,
Hepatitis E,nausea,coma,fatigue,vomiting,loss_of_appetite,acute_liver_failure,dark_urine,high_fever,yellowing_of_eyes,yellowish_skin,,,,,,,
Hepatitis E,vomiting,acute_liver_failure,dark_urine,abdominal_pain,yellowish_skin,high_fever,nausea,loss_of_appetite,yellowing_of_eyes,,,,,,,,
Hepatitis E,joint_pain,high_fever,coma,fatigue,dark_urine,vomiting,nausea,acute_liver_failure,loss_of_appetite,yellowish_skin,,,,,,,
Hepatitis E,nausea,yellowing_of_eyes,abdominal_pain,high_fever,yellowish_skin,fatigue,joint_pain,coma,dark_urine,acute_liver_failure,vomiting,loss_of_appetite,,,,,
Hepatitis E,yellowish_skin,nausea,vomiting,high_fever,joint_pain,acute_liver_failure,coma,abdominal_pain,yellowing_of_eyes,loss_of_appetite,dark_urine,,,,,,
Hepatitis E,coma,joint_pain,loss_of_appetite,high_fever,fatigue,abdominal_pain,nausea,dark_urine,yellowish_skin,yellowing_of_eyes,,,,,,,
Hepatitis E,vomiting,abdominal_pain,yellowish_skin,fatigue,dark_urine,coma,loss_of_appetite,high_fever,yellowing_of_eyes,,,,,,,,
Hepatitis E,joint_pain,yellowing_of_eyes,coma,acute_liver_failure,loss_of_appetite,abdominal_pain,vomiting,nausea,yellowish_skin,high_fever,,,,,,,
Hepatitis E,fatigue,high_fever,yellowish_skin,yellowing_of_eyes,loss_of_appetite,vomiting,dark_urine,joint_pain,coma,acute_liver_failure,nausea,,,,,,
Hepatitis E,loss_of_appetite,vomiting,yellowing_of_eyes,nausea,acute_liver_failure,dark_urine,yellowish_skin,abdominal_pain,high_fever,joint_pain,coma,fatigue,,,,,
Hepatitis E,dark_urine,nausea,acute_liver_failure,loss_of_appetite,yellowing_of_eyes,fatigue,joint_pain,yellowish_skin,high_fever,abdominal_pain,coma,vomiting,,,,,
Hepatitis E,yellowish_skin,joint_pain,acute_liver_failure,dark_urine,fatigue,vomiting,loss_of_appetite,nausea,high_fever,abdominal_pain,coma,,,,,,
Hepatitis E,loss_of_appetite,yellowing_of_eyes,high_fever,fatigue,abdominal_pain,nausea,joint_pain,yellowish_skin,dark_urine,vomiting,,,,,,,
Hepatitis E,yellowing_of_eyes,joint_pain,loss_of_appetite,acute_liver_failure,dark_urine,coma,fatigue,high_fever,vomiting,yellowish_skin,,,,,,,
Hepatitis E,vomiting,dark_urine,loss_of_appetite,coma,abdominal_pain,fatigue,joint_pain,acute_liver_failure,yellowish_skin,,,,,,,,
Hepatitis E,nausea,fatigue,coma,joint_pain,abdominal_pain,yellowish_skin,loss_of_appetite,vomiting,high_fever,,,,,,,,
Hepatitis E,abdominal_pain,yellowing_of_eyes,high_fever,yellowish_skin,loss_of_appetite,fatigue,coma,acute_liver_failure,vomiting,joint_pain,dark_urine,,,,,,
Hepatitis E,abdominal_pain,coma,high_fever,dark_urine,loss_of_appetite,joint_pain,yellowish_skin,vomiting,nausea,acute_liver_failure,fatigue,,,,,,
Hepatitis E,yellowing_of_eyes,vomiting,yellowish_skin,nausea,high_fever,dark_urine,coma,loss_of_appetite,abdominal_pain,acute_liver_failure,joint_pain,fatigue,,,,,
Hepatitis E,high_fever,vomiting,loss_of_appetite,fatigue,nausea,coma,abdominal_pain,acute_liver_failure,yellowish_skin,,,,,,,,
Hepatitis E,nausea,abdominal_pain,dark_urine,yellowish_skin,fatigue,yellowing_of_eyes,high_fever,vomiting,loss_of_appetite,joint_pain,coma,,,,,,
Hepatitis E,coma,acute_liver_failure,fatigue,joint_pain,nausea,dark_urine,abdominal_pain,loss_of_appetite,yellowing_of_eyes,,,,,,,,
Hepatitis E,joint_pain,dark_urine,vomiting,coma,acute_liver_failure,fatigue,yellowing_of_eyes,loss_of_appetite,high_fever,abdominal_pain,yellowish_skin,nausea,,,,,
Hepatitis E,acute_liver_failure,high_fever,coma,dark_urine,nausea,loss_of_appetite,abdominal_pain,vomiting,yellowing_of_eyes,,,,,,,,
Hepatitis E,joint_pain,vomiting,coma,yellowing_of_eyes,abdominal_pain,yellowish_skin,loss_of_appetite,nausea,acute_liver_failure,dark_urine,,,,,,,
Hepatitis E,abdominal_pain,vomiting,joint_pain,yellowish_skin,yellowing_of_eyes,acute_liver_failure,coma,nausea,fatigue,high_fever,dark_urine,loss_of_appetite,,,,,
Hepatitis E,abdominal_pain,yellowing_of_eyes,fatigue,joint_pain,high_fever,coma,acute_liver_failure,vomiting,loss_of_appetite,yellowish_skin,dark_urine,,,,,,
Hepatitis E,high_fever,nausea,acute_liver_failure,fatigue,joint_pain,yellowish_skin,loss_of_appetite,vomiting,yellowing_of_eyes,,,,,,,,
Hepatitis E,abdominal_pain,vomiting,dark_urine,yellowish_skin,loss_of_appetite,yellowing_of_eyes,fatigue,high_fever,joint_pain,acute_liver_failure,coma,nausea,,,,,
Hepatitis E,joint_pain,dark_urine,abdominal_pain,high_fever,yellowing_of_eyes,coma,yellowish_skin,loss_of_appetite,acute_liver_failure,,,,,,,,
Hepatitis E,yellowing_of_eyes,loss_of_appetite,coma,abdominal_pain,yellowish_skin,vomiting,joint_pain,acute_liver_failure,dark_urine,fatigue,,,,,,,
Hepatitis E,fatigue,acute_liver_failure,nausea,high_fever,loss_of_appetite,abdominal_pain,dark_urine,coma,joint_pain,yellowish_skin,yellowing_of_eyes,,,,,,
Hepatitis E,loss_of_appetite,nausea,coma,vomiting,yellowing_of_eyes,high_fever,acute_liver_failure,abdominal_pain,yellowish_skin,dark_urine,joint_pain,fatigue,,,,,
Hepatitis E,joint_pain,vomiting,nausea,fatigue,loss_of_appetite,high_fever,acute_liver_failure,yellowish_skin,dark_urine,coma,yellowing_of_eyes,,,,,,
Hepatitis E,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,joint_pain,yellowish_skin,dark_urine,vomiting,high_fever,fatigue,coma,acute_liver_failure,,,,,
Hepatitis E,dark_urine,fatigue,acute_liver_failure,abdominal_pain,joint_pain,high_fever,yellowing_of_eyes,yellowish_skin,vomiting,nausea,loss_of_appetite,coma,,,,,
Hepatitis E,dark_urine,yellowing_of_eyes,loss_of_appetite,acute_liver_failure,abdominal_pain,vomiting,high_fever,fatigue,coma,nausea,yellowish_skin,,,,,,
Hepatitis E,abdominal_pain,high_fever,coma,dark_urine,joint_pain,fatigue,loss_of_appetite,yellowing_of_eyes,nausea,,,,,,,,
Hepatitis E,loss_of_appetite,vomiting,nausea,dark_urine,coma,yellowish_skin,yellowing_of_eyes,acute_liver_failure,joint_pain,,,,,,,,
Hepatitis E,yellowing_of_eyes,dark_urine,nausea,acute_liver_failure,vomiting,yellowish_skin,coma,high_fever,joint_pain,fatigue,,,,,,,
Hepatitis E,yellowish_skin,abdominal_pain,nausea,joint_pain,acute_liver_failure,yellowing_of_eyes,dark_urine,fatigue,loss_of_appetite,,,,,,,,
Hepatitis E,coma,yellowing_of_eyes,fatigue,yellowish_skin,abdominal_pain,loss_of_appetite,dark_urine,vomiting,high_fever,,,,,,,,
Hepatitis E,dark_urine,acute_liver_failure,loss_of_appetite,joint_pain,high_fever,coma,abdominal_pain,vomiting,yellowish_skin,nausea,fatigue,yellowing_of_eyes,,,,,
Hepatitis E,dark_urine,acute_liver_failure,joint_pain,vomiting,nausea,loss_of_appetite,coma,yellowing_of_eyes,high_fever,abdominal_pain,,,,,,,
Hepatitis E,yellowing_of_eyes,joint_pain,nausea,dark_urine,fatigue,vomiting,coma,abdominal_pain,yellowish_skin,high_fever,,,,,,,
Hepatitis E,vomiting,acute_liver_failure,abdominal_pain,joint_pain,nausea,coma,yellowing_of_eyes,dark_urine,high_fever,fatigue,,,,,,,
Hepatitis E,joint_pain,fatigue,yellowish_skin,acute_liver_failure,nausea,dark_urine,loss_of_appetite,high_fever,vomiting,yellowing_of_eyes,,,,,,,
Hepatitis E,dark_urine,high_fever,loss_of_appetite,yellowish_skin,joint_pain,coma,fatigue,acute_liver_failure,yellowing_of_eyes,nausea,vomiting,abdominal_pain,,,,,
Hepatitis E,acute_liver_failure,yellowing_of_eyes,dark_urine,nausea,loss_of_appetite,fatigue,joint_pain,high_fever,yellowish_skin,coma,vomiting,abdominal_pain,,,,,
Hepatitis E,dark_urine,high_fever,yellowish_skin,coma,vomiting,fatigue,acute_liver_failure,abdominal_pain,yellowing_of_eyes,loss_of_appetite,joint_pain,,,,,,
Hepatitis E,abdominal_pain,high_fever,yellowish_skin,coma,acute_liver_failure,dark_urine,fatigue,yellowing_of_eyes,loss_of_appetite,nausea,joint_pain,,,,,,
Hepatitis E,loss_of_appetite,high_fever,nausea,yellowing_of_eyes,yellowish_skin,coma,fatigue,vomiting,abdominal_pain,joint_pain,acute_liver_failure,dark_urine,,,,,
Hepatitis E,abdominal_pain,loss_of_appetite,joint_pain,coma,yellowish_skin,vomiting,nausea,high_fever,dark_urine,fatigue,acute_liver_failure,,,,,,
Hepatitis E,high_fever,nausea,yellowing_of_eyes,dark_urine,joint_pain,fatigue,loss_of_appetite,acute_liver_failure,yellowish_skin,abdominal_pain,vomiting,,,,,,
Hepatitis E,yellowing_of_eyes,fatigue,abdominal_pain,yellowish_skin,nausea,high_fever,vomiting,joint_pain,coma,,,,,,,,
Hepatitis E,high_fever,yellowish_skin,fatigue,coma,joint_pain,dark_urine,abdominal_pain,nausea,vomiting,yellowing_of_eyes,acute_liver_failure,loss_of_appetite,,,,,
Hepatitis E,yellowish_skin,acute_liver_failure,dark_urine,joint_pain,high_fever,coma,abdominal_pain,yellowing_of_eyes,loss_of_appetite,nausea,vomiting,,,,,,
Hepatitis E,vomiting,dark_urine,joint_pain,fatigue,yellowing_of_eyes,abdominal_pain,nausea,loss_of_appetite,coma,acute_liver_failure,yellowish_skin,,,,,,
Hepatitis E,high_fever,dark_urine,coma,vomiting,fatigue,yellowing_of_eyes,yellowish_skin,loss_of_appetite,abdominal_pain,joint_pain,nausea,,,,,,
Hepatitis E,high_fever,vomiting,acute_liver_failure,yellowing_of_eyes,fatigue,abdominal_pain,dark_urine,loss_of_appetite,joint_pain,nausea,coma,,,,,,
Hepatitis E,dark_urine,fatigue,loss_of_appetite,yellowish_skin,acute_liver_failure,abdominal_pain,high_fever,coma,vomiting,yellowing_of_eyes,nausea,joint_pain,,,,,
Hepatitis E,abdominal_pain,dark_urine,loss_of_appetite,high_fever,coma,yellowish_skin,acute_liver_failure,fatigue,nausea,,,,,,,,
Hepatitis E,dark_urine,vomiting,yellowish_skin,nausea,joint_pain,abdominal_pain,yellowing_of_eyes,loss_of_appetite,acute_liver_failure,high_fever,coma,,,,,,
Hepatitis E,loss_of_appetite,acute_liver_failure,yellowish_skin,dark_urine,abdominal_pain,fatigue,coma,vomiting,high_fever,,,,,,,,
Hepatitis E,nausea,fatigue,loss_of_appetite,acute_liver_failure,vomiting,high_fever,coma,yellowing_of_eyes,yellowish_skin,,,,,,,,
Hepatitis E,yellowish_skin,nausea,vomiting,fatigue,yellowing_of_eyes,dark_urine,abdominal_pain,high_fever,acute_liver_failure,loss_of_appetite,joint_pain,coma,,,,,
Hepatitis E,vomiting,fatigue,nausea,joint_pain,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes,high_fever,coma,dark_urine,,,,,,
Hepatitis E,yellowing_of_eyes,coma,joint_pain,nausea,high_fever,acute_liver_failure,yellowish_skin,loss_of_appetite,vomiting,,,,,,,,
Hepatitis E,high_fever,yellowing_of_eyes,acute_liver_failure,dark_urine,vomiting,coma,abdominal_pain,nausea,joint_pain,,,,,,,,
Hepatitis E,dark_urine,joint_pain,coma,abdominal_pain,fatigue,nausea,vomiting,high_fever,yellowish_skin,acute_liver_failure,loss_of_appetite,,,,,,
Hepatitis E,high_fever,yellowish_skin,coma,abdominal_pain,joint_pain,fatigue,acute_liver_failure,nausea,loss_of_appetite,dark_urine,,,,,,,
Hepatitis E,acute_liver_failure,fatigue,joint_pain,coma,dark_urine,yellowish_skin,vomiting,high_fever,abdominal_pain,loss_of_appetite,yellowing_of_eyes,,,,,,
Hepatitis E,abdominal_pain,fatigue,high_fever,vomiting,yellowing_of_eyes,acute_liver_failure,coma,loss_of_appetite,nausea,dark_urine,,,,,,,
Hepatitis E,nausea,loss_of_appetite,fatigue,vomiting,abdominal_pain,dark_urine,yellowing_of_eyes,coma,joint_pain,yellowish_skin,acute_liver_failure,high_fever,,,,,
Hepatitis E,vomiting,abdominal_pain,high_fever,yellowish_skin,yellowing_of_eyes,loss_of_appetite,acute_liver_failure,fatigue,coma,joint_pain,,,,,,,
Hepatitis E,acute_liver_failure,coma,fatigue,loss_of_appetite,abdominal_pain,joint_pain,dark_urine,nausea,yellowing_of_eyes,,,,,,,,
Hepatitis E,nausea,fatigue,yellowing_of_eyes,vomiting,loss_of_appetite,yellowish_skin,abdominal_pain,high_fever,acute_liver_failure,,,,,,,,
Hepatitis E,loss_of_appetite,high_fever,fatigue,abdominal_pain,vomiting,nausea,acute_liver_failure,coma,joint_pain,,,,,,,,
Hepatitis E,coma,abdominal_pain,loss_of_appetite,high_fever,fatigue,vomiting,joint_pain,yellowish_skin,nausea,,,,,,,,
Hepatitis E,yellowing_of_eyes,vomiting,dark_urine,loss_of_appetite,high_fever,coma,abdominal_pain,nausea,yellowish_skin,joint_pain,fatigue,acute_liver_failure,,,,,
Hepatitis E,yellowing_of_eyes,abdominal_pain,loss_of_appetite,coma,joint_pain,high_fever,dark_urine,fatigue,yellowish_skin,nausea,,,,,,,
Hepatitis E,dark_urine,high_fever,joint_pain,yellowish_skin,abdominal_pain,fatigue,yellowing_of_eyes,coma,vomiting,,,,,,,,
Hepatitis E,fatigue,acute_liver_failure,nausea,abdominal_pain,high_fever,yellowish_skin,loss_of_appetite,yellowing_of_eyes,joint_pain,,,,,,,,
Hepatitis E,coma,yellowish_skin,dark_urine,joint_pain,fatigue,acute_liver_failure,loss_of_appetite,nausea,high_fever,vomiting,,,,,,,
Hepatitis E,joint_pain,high_fever,coma,yellowish_skin,yellowing_of_eyes,abdominal_pain,dark_urine,vomiting,fatigue,nausea,acute_liver_failure,loss_of_appetite,,,,,
Hepatitis E,acute_liver_failure,vomiting,abdominal_pain,fatigue,high_fever,nausea,loss_of_appetite,yellowish_skin,joint_pain,dark_urine,yellowing_of_eyes,,,,,,
Dengue,muscle_pain,loss_of_appetite,back_pain,joint_pain,nausea,malaise,chills,skin_rash,red_spots_over_body,headache,pain_behind_the_eyes,fatigue,,,,,
Dengue,headache,skin_rash,chills,loss_of_appetite,fatigue,joint_pain,back_pain,red_spots_over_body,muscle_pain,malaise,pain_behind_the_eyes,vomiting,high_fever,,,,
Dengue,skin_rash,red_spots_over_body,loss_of_appetite,vomiting,chills,headache,pain_behind_the_eyes,high_fever,malaise,back_pain,nausea,fatigue,,,,,
Dengue,vomiting,loss_of_appetite,pain_behind_the_eyes,back_pain,chills,nausea,muscle_pain,high_fever,red_spots_over_body,fatigue,skin_rash,,,,,,
Dengue,malaise,loss_of_appetite,pain_behind_the_eyes,fatigue,nausea,headache,muscle_pain,chills,skin_rash,high_fever,back_pain,red_spots_over_body,vomiting,joint_pain,,,
Dengue,malaise,muscle_pain,chills,skin_rash,nausea,back_pain,pain_behind_the_eyes,loss_of_appetite,vomiting,red_spots_over_body,joint_pain,high_fever,fatigue,,,,
Dengue,red_spots_over_body,back_pain,muscle_pain,loss_of_appetite,pain_behind_the_eyes,high_fever,chills,nausea,headache,vomiting,skin_rash,,,,,,
Dengue,chills,red_spots_over_body,muscle_pain,pain_behind_the_eyes,malaise,fatigue,loss_of_appetite,joint_pain,headache,high_fever,vomiting,nausea,back_pain,,,,
Dengue,pain_behind_the_eyes,headache,high_fever,malaise,red_spots_over_body,chills,joint_pain,vomiting,muscle_pain,back_pain,skin_rash,fatigue,,,,,
Dengue,nausea,malaise,back_pain,chills,loss_of_appetite,pain_behind_the_eyes,headache,muscle_pain,red_spots_over_body,vomiting,high_fever,joint_pain,fatigue,skin_rash,,,
Dengue,joint_pain,malaise,headache,red_spots_over_body,nausea,loss_of_appetite,vomiting,skin_rash,muscle_pain,high_fever,pain_behind_the_eyes,,,,,,
Dengue,nausea,chills,vomiting,loss_of_appetite,back_pain,muscle_pain,fatigue,headache,skin_rash,red_spots_over_body,pain_behind_the_eyes,high_fever,,,,,
Dengue,back_pain,headache,chills,fatigue,muscle_pain,red_spots_over_body,loss_of_appetite,malaise,vomiting,high_fever,nausea,joint_pain,skin_rash,,,,
Dengue,fatigue,back_pain,chills,malaise,nausea,headache,red_spots_over_body,high_fever,joint_pain,pain_behind_the_eyes,skin_rash,,,,,,
Dengue,joint_pain,fatigue,loss_of_appetite,vomiting,chills,headache,malaise,pain_behind_the_eyes,back_pain,muscle_pain,high_fever,skin_rash,nausea,,,,
Dengue,high_fever,headache,loss_of_appetite,pain_behind_the_eyes,red_spots_over_body,malaise,nausea,skin_rash,chills,vomiting,muscle_pain,back_pain,joint_pain,fatigue,,,
Dengue,nausea,back_pain,pain_behind_the_eyes,red_spots_over_body,vomiting,headache,malaise,high_fever,skin_rash,joint_pain,chills,fatigue,,,,,
Dengue,red_spots_over_body,malaise,pain_behind_the_eyes,chills,joint_pain,nausea,skin_rash,vomiting,muscle_pain,fatigue,back_pain,headache,,,,,
Dengue,skin_rash,fatigue,muscle_pain,headache,joint_pain,chills,loss_of_appetite,red_spots_over_body,vomiting,nausea,back_pain,,,,,,
Dengue,fatigue,nausea,chills,loss_of_appetite,vomiting,skin_rash,malaise,muscle_pain,back_pain,pain_behind_the_eyes,headache,joint_pain,,,,,
Dengue,muscle_pain,nausea,high_fever,back_pain,red_spots_over_body,loss_of_appetite,fatigue,headache,pain_behind_the_eyes,vomiting,joint_pain,,,,,,
Dengue,pain_behind_the_eyes,muscle_pain,skin_rash,high_fever,joint_pain,red_spots_over_body,chills,vomiting,malaise,back_pain,loss_of_appetite,headache,nausea,fatigue,,,
Dengue,high_fever,loss_of_appetite,malaise,chills,red_spots_over_body,pain_behind_the_eyes,back_pain,skin_rash,vomiting,headache,muscle_pain,fatigue,nausea,joint_pain,,,
Dengue,chills,headache,vomiting,muscle_pain,joint_pain,nausea,high_fever,red_spots_over_body,pain_behind_the_eyes,malaise,back_pain,loss_of_appetite,,,,,
Dengue,chills,headache,pain_behind_the_eyes,fatigue,malaise,red_spots_over_body,vomiting,nausea,back_pain,high_fever,skin_rash,loss_of_appetite,joint_pain,muscle_pain,,,
Dengue,loss_of_appetite,joint_pain,malaise,skin_rash,chills,vomiting,back_pain,muscle_pain,nausea,headache,fatigue,pain_behind_the_eyes,high_fever,red_spots_over_body,,,
Dengue,headache,vomiting,malaise,red_spots_over_body,muscle_pain,chills,back_pain,skin_rash,nausea,fatigue,joint_pain,,,,,,
Dengue,pain_behind_the_eyes,skin_rash,red_spots_over_body,fatigue,muscle_pain,malaise,vomiting,nausea,high_fever,chills,joint_pain,headache,back_pain,,,,
Dengue,loss_of_appetite,red_spots_over_body,high_fever,muscle_pain,vomiting,malaise,headache,nausea,chills,fatigue,skin_rash,pain_behind_the_eyes,back_pain,,,,
Dengue,malaise,vomiting,pain_behind_the_eyes,back_pain,joint_pain,muscle_pain,high_fever,headache,loss_of_appetite,skin_rash,red_spots_over_body,chills,fatigue,,,,
Dengue,high_fever,loss_of_appetite,chills,back_pain,fatigue,nausea,headache,malaise,skin_rash,red_spots_over_body,pain_behind_the_eyes,vomiting,,,,,
Dengue,chills,malaise,loss_of_appetite,headache,vomiting,fatigue,high_fever,joint_pain,skin_rash,muscle_pain,back_pain,,,,,,
Dengue,vomiting,chills,high_fever,headache,muscle_pain,skin_rash,pain_behind_the_eyes,loss_of_appetite,nausea,fatigue,malaise,joint_pain,red_spots_over_body,,,,
Dengue,back_pain,pain_behind_the_eyes,headache,muscle_pain,fatigue,high_fever,nausea,chills,loss_of_appetite,joint_pain,skin_rash,,,,,,
Dengue,malaise,chills,nausea,muscle_pain,vomiting,high_fever,red_spots_over_body,pain_behind_the_eyes,headache,fatigue,skin_rash,loss_of_appetite,,,,,
Dengue,vomiting,pain_behind_the_eyes,nausea,muscle_pain,headache,malaise,skin_rash,back_pain,high_fever,chills,loss_of_appetite,fatigue,,,,,
Dengue,malaise,fatigue,skin_rash,joint_pain,red_spots_over_body,back_pain,loss_of_appetite,high_fever,chills,nausea,muscle_pain,pain_behind_the_eyes,,,,,
Dengue,red_spots_over_body,muscle_pain,skin_rash,headache,vomiting,joint_pain,pain_behind_the_eyes,nausea,loss_of_appetite,high_fever,malaise,back_pain,,,,,
Dengue,back_pain,red_spots_over_body,fatigue,malaise,muscle_pain,joint_pain,pain_behind_the_eyes,headache,nausea,loss_of_appetite,chills,,,,,,
Dengue,joint_pain,malaise,fatigue,vomiting,high_fever,skin_rash,red_spots_over_body,back_pain,headache,muscle_pain,loss_of_appetite,,,,,,
Dengue,back_pain,malaise,loss_of_appetite,headache,chills,high_fever,muscle_pain,joint_pain,skin_rash,fatigue,nausea,,,,,,
Dengue,fatigue,nausea,high_fever,vomiting,pain_behind_the_eyes,loss_of_appetite,chills,red_spots_over_body,back_pain,skin_rash,joint_pain,,,,,,
Dengue,muscle_pain,back_pain,joint_pain,fatigue,high_fever,chills,skin_rash,red_spots_over_body,loss_of_appetite,vomiting,nausea,malaise,headache,,,,
Dengue,back_pain,vomiting,high_fever,headache,malaise,fatigue,joint_pain,pain_behind_the_eyes,loss_of_appetite,muscle_pain,chills,,,,,,
Dengue,back_pain,joint_pain,vomiting,nausea,headache,pain_behind_the_eyes,loss_of_appetite,fatigue,high_fever,malaise,chills,,,,,,
Dengue,pain_behind_the_eyes,high_fever,vomiting,malaise,loss_of_appetite,headache,chills,fatigue,joint_pain,skin_rash,muscle_pain,red_spots_over_body,,,,,
Dengue,pain_behind_the_eyes,back_pain,skin_rash,muscle_pain,vomiting,fatigue,joint_pain,nausea,high_fever,chills,headache,malaise,,,,,
Dengue,headache,back_pain,joint_pain,loss_of_appetite,vomiting,fatigue,muscle_pain,chills,nausea,malaise,high_fever,skin_rash,pain_behind_the_eyes,red_spots_over_body,,,
Dengue,high_fever,chills,malaise,loss_of_appetite,headache,pain_behind_the_eyes,fatigue,muscle_pain,skin_rash,nausea,vomiting,red_spots_over_body,joint_pain,back_pain,,,
Dengue,vomiting,malaise,loss_of_appetite,joint_pain,headache,back_pain,high_fever,red_spots_over_body,skin_rash,muscle_pain,pain_behind_the_eyes,nausea,chills,,,,
Dengue,pain_behind_the_eyes,high_fever,joint_pain,loss_of_appetite,back_pain,red_spots_over_body,fatigue,vomiting,muscle_pain,skin_rash,chills,,,,,,
Dengue,red_spots_over_body,pain_behind_the_eyes,headache,fatigue,high_fever,vomiting,muscle_pain,back_pain,skin_rash,loss_of_appetite,malaise,chills,nausea,joint_pain,,,
